text,label
Compra na Central,Outros
"Presente para João urgente R$ 372,96",Outros
Açougue Bom Preço 😅,Mercado
Ifood Pizzaria urgente,Lazer
Spotify (pix),Assinaturas
Alura ✅,Educação
Netflix hoje,Assinaturas
"Show/ingresso R$ 255,46",Lazer
Passeio turístico academia 😅,Viagem
"Compra no Atacadão hoje R$ 474,74",Mercado
"Farmácia Panvel ✅ R$ 173,06",Saúde
HOTEL EM CENTRO,Viagem
Udemy Power BI,Educação
"Compra de supermercado Assaí R$ 204,65",Mercado
"Bar Outback ✅ R$ 275,19",Lazer
COMPRA DE SUPERMERCADO CARREFOUR HOJE,Mercado
"Bar Restaurante japonês hoje R$ 401,72",Lazer
"Pagamento Tim 😅 R$ 378,40",Renda
SEGURO VIAGEM ✅,Viagem
Hortifruti da esquina ✅,Mercado
Padaria Central urgente,Mercado
Hortifruti Central urgente,Mercado
Pix recebido do Maria urgente,Renda
Hotel em casa (pix),Viagem
Recebimento freelance {tipo},Renda
99 para centro 😅,Transporte
Renovação iCloud hoje,Assinaturas
Pagamento diverso,Outros
Dentista hoje,Saúde
Alura urgente,Educação
COMPRA NA BOM PREÇO,Outros
Depósito de salário Copasa hoje,Renda
Renovação Google One (pix),Assinaturas
Conta de água Nubank,Moradia
Renovação Google One urgente,Assinaturas
"Pagamento diverso R$ 247,69",Outros
Gasolina no Ale 😅,Transporte
Dentista,Saúde
Conta de água Copasa (pix),Moradia
Pagamento diverso,Outros
"Passeio turístico centro R$ 208,84",Viagem
Renovação ChatGPT Plus hoje,Assinaturas
Açougue da esquina,Mercado
Gás de cozinha ✅,Moradia
Padaria Bom Preço,Mercado
Mensalidade faculdade,Educação
Passagem de ônibus,Transporte
YouTube Premium,Assinaturas
Pagamento diverso hoje,Outros
"Paguei aluguel urgente R$ 143,88",Moradia
Pagamento Nubank ✅,Renda
Internet Copasa hoje,Moradia
Amazon Prime (pix),Assinaturas
Serviço iCloud,Outros
Amazon Prime hoje,Assinaturas
Bar McDonald's urgente,Lazer
SERVIÇO GOOGLE ONE URGENTE,Outros
"Exame de sangue R$ 295,63",Saúde
Passeio turístico academia,Viagem
Conta de água Enel hoje,Moradia
Alura 😅,Educação
Hotel em academia (pix),Viagem
"Padaria da esquina 😅 R$ 106,35",Mercado
Compra de supermercado Supermercado local 😅,Mercado
COMPRA NA POPULAR,Outros
Spotify urgente,Assinaturas
COMPRA NO ATACADÃO ✅,Mercado
Gasolina no Ale ✅,Transporte
"Recebimento freelance {tipo} R$ 160,50",Renda
Cinema com amigos urgente,Lazer
Mensalidade faculdade,Educação
Pix recebido do Maria,Renda
"Açougue Bom Preço ✅ R$ 170,80",Mercado
"RESTAURANTE PIZZARIA HOJE R$ 78,84",Lazer
Hortifruti Bom Preço 😅,Mercado
"Remédio antialérgico hoje R$ 411,24",Saúde
"Remédio ibuprofeno R$ 404,08",Saúde
Paguei aluguel urgente,Moradia
RENOVAÇÃO OFFICE 365 ✅,Assinaturas
Condomínio do apartamento (pix),Moradia
Sorvete Restaurante japonês hoje,Lazer
CURSO PYTHON ✅,Educação
Presente para Maria 😅,Outros
Compra no Pão de Açúcar hoje,Mercado
Manutenção celular ✅,Outros
"RECEBI SALÁRIO URGENTE R$ 462,90",Renda
Paguei aluguel urgente,Moradia
"Pagamento Vivo R$ 99,93",Renda
SERVIÇO OFFICE 365 HOJE,Outros
"Conta de luz Copasa ✅ R$ 229,96",Moradia
Padaria da esquina,Mercado
Paguei aluguel 😅,Moradia
"Gasolina no Ipiranga urgente R$ 239,62",Transporte
Bar McDonald's urgente,Lazer
UDEMY POWER BI (PIX),Educação
Depósito de salário Copasa,Renda
Conta de água Nubank,Moradia
Gás de cozinha hoje,Moradia
"Cinema com amigos hoje R$ 44,27",Lazer
"CONTA DE LUZ COPASA URGENTE R$ 398,91",Moradia
"Internet Vivo R$ 232,59",Moradia
"Compra de supermercado Carrefour R$ 292,44",Mercado
Internet Nubank hoje,Moradia
Seguro viagem,Viagem
Pagamento diverso urgente,Outros
Pix recebido do pai (pix),Renda
Conta de luz Tim,Moradia
"Pedágio centro hoje R$ 526,41",Transporte
PAGAMENTO VIVO URGENTE,Renda
"Aluguel de carro (pix) R$ 199,75",Viagem
Gasolina no Shell,Transporte
99 para centro ✅,Transporte
99 para trabalho,Transporte
"Doação ✅ R$ 188,19",Outros
99 para centro,Transporte
Pedágio aeroporto hoje,Transporte
"Pix recebido do mãe R$ 80,87",Renda
Farmácia Pague Menos hoje,Saúde
"Internet Nubank (pix) R$ 433,09",Moradia
"Netflix R$ 292,39",Assinaturas
"Compra no Supermercado local R$ 374,34",Mercado
Paguei aluguel,Moradia
Material escolar 😅,Educação
Passeio turístico aeroporto,Viagem
Aluguel de carro,Viagem
"SEGURO VIAGEM R$ 137,03",Viagem
Estacionamento casa ✅,Transporte
Assinatura Office 365,Assinaturas
"Recebi salário (pix) R$ 564,27",Renda
Farmácia Pague Menos hoje,Saúde
Hortifruti da esquina,Mercado
Ifood McDonald's,Lazer
Hortifruti Central ✅,Mercado
"Hotel em academia urgente R$ 212,23",Viagem
Exame de sangue 😅,Saúde
Conta de luz Claro ✅,Moradia
99 para academia urgente,Transporte
Pedágio trabalho ✅,Transporte
"Recebimento freelance {tipo} R$ 253,37",Renda
Passagem aérea Gol,Viagem
BAR BURGER KING,Lazer
Exame de sangue urgente,Saúde
Restaurante Outback 😅,Lazer
"Airbnb academia R$ 345,78",Viagem
Renovação ChatGPT Plus,Assinaturas
Fui no Supermercado local comprar comida hoje,Mercado
CONSULTA MÉDICA,Saúde
Consulta médica,Saúde
Passeio turístico centro 😅,Viagem
SERVIÇO GOOGLE ONE URGENTE,Outros
Netflix 😅,Assinaturas
Udemy Power BI (pix),Educação
Ifood McDonald's ✅,Lazer
Compra no Supermercado local,Mercado
Seguro viagem,Viagem
"Hotel em aeroporto (pix) R$ 589,19",Viagem
PASSAGEM AÉREA GOL,Viagem
Fui no Assaí comprar comida (pix),Mercado
"Bônus do trabalho urgente R$ 135,90",Renda
Serviço Google One (pix),Outros
Seguro viagem (pix),Viagem
"Recebi salário urgente R$ 481,88",Renda
Airbnb centro ✅,Viagem
Farmácia Droga Raia,Saúde
Passagem aérea Azul,Viagem
AÇOUGUE BOM PREÇO (PIX),Mercado
"Pix recebido do mãe ✅ R$ 441,77",Renda
Udemy Power BI,Educação
Show/ingresso,Lazer
Conta de água Itaú hoje,Moradia
"Compra de livro estatística R$ 508,62",Educação
GÁS DE COZINHA (PIX),Moradia
"Hotel em academia (pix) R$ 407,00",Viagem
"Compra na Popular 😅 R$ 24,37",Outros
Compra de supermercado Pão de Açúcar,Mercado
"PIX RECEBIDO DO CLIENTE 😅 R$ 349,68",Renda
Aluguel de carro urgente,Viagem
Amazon Prime urgente,Assinaturas
"COMPRA NA BOM PREÇO R$ 560,52",Outros
Bar Restaurante japonês urgente,Lazer
Udemy Power BI,Educação
Show/ingresso ✅,Lazer
"ALUGUEL DE CARRO R$ 117,67",Viagem
"Gasolina no Ipiranga hoje R$ 510,16",Transporte
PIX RECEBIDO DO MÃE,Renda
Bar Burger King (pix),Lazer
"CINEMA COM AMIGOS R$ 99,38",Lazer
Presente para Maria ✅,Outros
Hortifruti da esquina (pix),Mercado
Doação ✅,Outros
NETFLIX,Assinaturas
AÇOUGUE POPULAR URGENTE,Mercado
Assinatura iCloud 😅,Assinaturas
RECEBI SALÁRIO HOJE,Renda
Show/ingresso 😅,Lazer
Gás de cozinha 😅,Moradia
Compra no Assaí (pix),Mercado
EXAME DE SANGUE,Saúde
Assinatura iCloud (pix),Assinaturas
PASSAGEM AÉREA LATAM HOJE,Viagem
Internet Itaú (pix),Moradia
"YouTube Premium R$ 169,11",Assinaturas
Passeio turístico academia hoje,Viagem
"Doação (pix) R$ 342,96",Outros
SPOTIFY ✅,Assinaturas
Internet Claro (pix),Moradia
Ifood Outback 😅,Lazer
GASOLINA NO BR,Transporte
Hortifruti Central ✅,Mercado
"ALURA 😅 R$ 376,25",Educação
Netflix (pix),Assinaturas
Depósito de salário Copasa,Renda
Amazon Prime urgente,Assinaturas
"Aluguel de carro ✅ R$ 475,02",Viagem
Renovação iCloud (pix),Assinaturas
YouTube Premium 😅,Assinaturas
Passagem de ônibus,Transporte
DEPÓSITO DE SALÁRIO ENEL (PIX),Renda
Passeio turístico centro urgente,Viagem
Pagamento diverso hoje,Outros
Compra de supermercado Pão de Açúcar urgente,Mercado
Restaurante McDonald's (pix),Lazer
"CONTA DE LUZ CLARO R$ 300,13",Moradia
Hotel em casa ✅,Viagem
Fui no Supermercado local comprar comida 😅,Mercado
Aluguel de carro 😅,Viagem
Compra na Central,Outros
Gasolina no Ale,Transporte
Seguro viagem (pix),Viagem
"Pagamento diverso ✅ R$ 146,73",Outros
Açougue Bom Preço urgente,Mercado
99 para academia (pix),Transporte
Aluguel de carro hoje,Viagem
Compra de supermercado Supermercado local,Mercado
Açougue Bom Preço,Mercado
GÁS DE COZINHA HOJE,Moradia
"Pix recebido do cliente urgente R$ 567,70",Renda
Amazon Prime,Assinaturas
Passagem aérea Latam (pix),Viagem
Restaurante Outback,Lazer
Paguei aluguel hoje,Moradia
ALURA URGENTE,Educação
Compra de livro estatística ✅,Educação
Consulta médica ✅,Saúde
"Compra na Bom Preço (pix) R$ 428,21",Outros
Amazon Prime,Assinaturas
Passagem aérea Latam ✅,Viagem
Remédio vitamina C (pix),Saúde
"YouTube Premium 😅 R$ 132,52",Assinaturas
Passeio turístico aeroporto hoje,Viagem
Compra de supermercado Pão de Açúcar,Mercado
Paguei aluguel,Moradia
Exame de sangue,Saúde
Sorvete Burger King,Lazer
"Paguei aluguel urgente R$ 215,56",Moradia
HOTEL EM AEROPORTO,Viagem
Cinema com amigos,Lazer
Conta de água Copasa 😅,Moradia
"Padaria Popular (pix) R$ 148,71",Mercado
Recebi salário,Renda
Ifood McDonald's,Lazer
ALUGUEL DE CARRO,Viagem
Consulta médica,Saúde
DOAÇÃO ✅,Outros
Fui no Supermercado local comprar comida hoje,Mercado
FARMÁCIA DROGASIL,Saúde
Gás de cozinha 😅,Moradia
Consulta médica,Saúde
Compra de livro finanças pessoais urgente,Educação
Pagamento diverso hoje,Outros
Consulta médica urgente,Saúde
Sorvete Outback,Lazer
Internet Itaú hoje,Moradia
PADARIA CENTRAL,Mercado
Curso Machine Learning,Educação
Seguro viagem hoje,Viagem
Açougue da esquina (pix),Mercado
Show/ingresso 😅,Lazer
"Alura urgente R$ 87,34",Educação
Hortifruti Popular 😅,Mercado
"Amazon Prime urgente R$ 502,26",Assinaturas
Exame de sangue ✅,Saúde
PASSAGEM AÉREA LATAM URGENTE,Viagem
Restaurante McDonald's ✅,Lazer
Estacionamento aeroporto ✅,Transporte
Doação 😅,Outros
"Pagamento diverso (pix) R$ 154,74",Outros
"Cinema com amigos ✅ R$ 409,48",Lazer
Compra de supermercado Atacadão (pix),Mercado
AIRBNB AEROPORTO ✅,Viagem
Açougue da esquina 😅,Mercado
99 para academia,Transporte
Paguei aluguel,Moradia
Bônus do trabalho,Renda
Estacionamento casa,Transporte
Compra na Bom Preço ✅,Outros
Remédio vitamina C,Saúde
Bônus do trabalho 😅,Renda
Pedágio trabalho 😅,Transporte
Depósito de salário Unimed,Renda
"Amazon Prime R$ 531,10",Assinaturas
Serviço ChatGPT Plus,Outros
"Recebi salário R$ 394,89",Renda
"Doação R$ 396,56",Outros
Hotel em centro 😅,Viagem
Udemy Power BI 😅,Educação
Mensalidade faculdade urgente,Educação
Plano de saúde Enel (pix),Saúde
Paguei aluguel ✅,Moradia
"Udemy Inglês R$ 205,33",Educação
Paguei aluguel 😅,Moradia
Netflix,Assinaturas
Pedágio centro,Transporte
"Passagem de ônibus R$ 304,90",Transporte
"Pix recebido do Maria 😅 R$ 81,85",Renda
"Renovação Google One (pix) R$ 508,17",Assinaturas
"Sorvete Pizzaria (pix) R$ 265,51",Lazer
Recebimento freelance {tipo},Renda
Passagem de ônibus hoje,Transporte
AMAZON PRIME,Assinaturas
Serviço ChatGPT Plus urgente,Outros
Restaurante Burger King ✅,Lazer
Seguro viagem,Viagem
"HOTEL EM TRABALHO 😅 R$ 597,04",Viagem
Pix recebido do pai,Renda
Netflix 😅,Assinaturas
"Condomínio do apartamento (pix) R$ 202,61",Moradia
Gasolina no Shell 😅,Transporte
Remédio dipirona hoje,Saúde
Consulta médica hoje,Saúde
Consulta médica,Saúde
Presente para João,Outros
Presente para mãe urgente,Outros
Gasolina no Shell (pix),Transporte
Presente para pai urgente,Outros
Hotel em academia,Viagem
Show/ingresso 😅,Lazer
Bar Pizzaria,Lazer
Curso Python hoje,Educação
Curso Inglês (pix),Educação
UDEMY PYTHON,Educação
"Bar Outback (pix) R$ 281,36",Lazer
Pedágio trabalho,Transporte
YouTube Premium urgente,Assinaturas
Compra de supermercado Pão de Açúcar 😅,Mercado
INTERNET ITAÚ HOJE,Moradia
Pedágio casa,Transporte
Internet Itaú urgente,Moradia
Açougue Central,Mercado
Açougue Central (pix),Mercado
Compra de livro estatística (pix),Educação
Farmácia Panvel urgente,Saúde
Assinatura Office 365 hoje,Assinaturas
BÔNUS DO TRABALHO,Renda
Gás de cozinha hoje,Moradia
Compra de livro estatística,Educação
Compra no Assaí,Mercado
Restaurante Outback hoje,Lazer
Passagem de ônibus,Transporte
Padaria da esquina hoje,Mercado
"Padaria Bom Preço hoje R$ 21,05",Mercado
Fui no Assaí comprar comida,Mercado
"Conta de água Unimed urgente R$ 524,95",Moradia
Assinatura Google One,Assinaturas
PIX RECEBIDO DO MARIA,Renda
Spotify urgente,Assinaturas
"HORTIFRUTI BOM PREÇO HOJE R$ 591,68",Mercado
Cinema com amigos ✅,Lazer
Cinema com amigos,Lazer
"Plano de saúde Tim 😅 R$ 122,46",Saúde
"Restaurante Burger King R$ 146,05",Lazer
Compra na Popular ✅,Outros
HORTIFRUTI CENTRAL,Mercado
Açougue da esquina (pix),Mercado
Serviço ChatGPT Plus,Outros
"Seguro viagem R$ 171,22",Viagem
"Padaria da esquina 😅 R$ 65,08",Mercado
Estacionamento centro 😅,Transporte
Presente para Maria (pix),Outros
Recebimento freelance {tipo} 😅,Renda
Conta de luz Copasa 😅,Moradia
"Passeio turístico academia 😅 R$ 462,23",Viagem
"Passagem de ônibus R$ 162,81",Transporte
Aluguel de carro,Viagem
CURSO INGLÊS (PIX),Educação
Hortifruti Bom Preço (pix),Mercado
Spotify,Assinaturas
"Pagamento Vivo urgente R$ 276,44",Renda
"Uber para academia hoje R$ 141,46",Transporte
"Farmácia Droga Raia 😅 R$ 68,97",Saúde
SEGURO VIAGEM,Viagem
Seguro viagem,Viagem
Recebimento freelance {tipo} 😅,Renda
INTERNET UNIMED ✅,Moradia
"Restaurante McDonald's 😅 R$ 143,94",Lazer
Internet Tim,Moradia
Aluguel de carro,Viagem
"Gasolina no BR R$ 140,11",Transporte
Passeio turístico trabalho 😅,Viagem
"FUI NO ATACADÃO COMPRAR COMIDA HOJE R$ 437,35",Mercado
Remédio dipirona,Saúde
PAGUEI ALUGUEL,Moradia
Conta de luz Claro,Moradia
"Curso Machine Learning (pix) R$ 523,16",Educação
"Condomínio do apartamento ✅ R$ 139,00",Moradia
"ASSINATURA OFFICE 365 R$ 254,31",Assinaturas
"PAGAMENTO ENEL (PIX) R$ 17,39",Renda
Conta de luz Vivo hoje,Moradia
Padaria Popular 😅,Mercado
Remédio dipirona,Saúde
Seguro viagem ✅,Viagem
CINEMA COM AMIGOS ✅,Lazer
EXAME DE SANGUE,Saúde
Mensalidade faculdade ✅,Educação
Internet Copasa ✅,Moradia
Restaurante Pizzaria,Lazer
Remédio dipirona,Saúde
Mensalidade faculdade 😅,Educação
Manutenção celular,Outros
Restaurante Burger King urgente,Lazer
Açougue Popular,Mercado
Plano de saúde Nubank urgente,Saúde
"PRESENTE PARA JOÃO URGENTE R$ 422,39",Outros
"ALUGUEL DE CARRO HOJE R$ 280,35",Viagem
Sorvete Pizzaria,Lazer
Farmácia Panvel (pix),Saúde
"Compra de livro finanças pessoais urgente R$ 65,75",Educação
Farmácia Droga Raia 😅,Saúde
Airbnb centro,Viagem
Compra de livro machine learning hoje,Educação
RESTAURANTE PIZZARIA 😅,Lazer
Seguro viagem urgente,Viagem
"Passagem de ônibus (pix) R$ 439,80",Transporte
Cinema com amigos hoje,Lazer
Padaria Popular (pix),Mercado
YOUTUBE PREMIUM URGENTE,Assinaturas
ESTACIONAMENTO CENTRO,Transporte
Bônus do trabalho,Renda
"RENOVAÇÃO GOOGLE ONE 😅 R$ 263,92",Assinaturas
"Recebi salário R$ 178,68",Renda
Manutenção carro hoje,Outros
"Plano de saúde Vivo R$ 440,53",Saúde
Exame de sangue,Saúde
Restaurante Pizzaria ✅,Lazer
"Dentista 😅 R$ 341,92",Saúde
Passagem aérea Latam,Viagem
Pagamento diverso urgente,Outros
Dentista hoje,Saúde
"Internet Claro 😅 R$ 540,48",Moradia
Pagamento Claro urgente,Renda
"Alura R$ 465,10",Educação
Serviço iCloud ✅,Outros
COMPRA DE SUPERMERCADO PÃO DE AÇÚCAR HOJE,Mercado
"NETFLIX R$ 346,30",Assinaturas
DENTISTA ✅,Saúde
Cinema com amigos,Lazer
Hotel em aeroporto 😅,Viagem
REMÉDIO VITAMINA C URGENTE,Saúde
Compra no Carrefour hoje,Mercado
"Estacionamento trabalho R$ 534,43",Transporte
Farmácia Panvel ✅,Saúde
Assinatura ChatGPT Plus ✅,Assinaturas
Spotify,Assinaturas
Hotel em aeroporto 😅,Viagem
"Gás de cozinha 😅 R$ 100,62",Moradia
99 para casa,Transporte
Serviço Google One,Outros
"Plano de saúde Tim (pix) R$ 342,58",Saúde
COMPRA DE LIVRO FINANÇAS PESSOAIS,Educação
Renovação ChatGPT Plus,Assinaturas
Pagamento Tim urgente,Renda
Aluguel de carro (pix),Viagem
Consulta médica,Saúde
Internet Vivo,Moradia
"PEDÁGIO ACADEMIA 😅 R$ 504,36",Transporte
Material escolar,Educação
SPOTIFY URGENTE,Assinaturas
"Renovação iCloud ✅ R$ 354,63",Assinaturas
PAGUEI ALUGUEL,Moradia
PASSAGEM AÉREA GOL,Viagem
Passagem de ônibus,Transporte
"Gasolina no Ipiranga urgente R$ 345,80",Transporte
"HORTIFRUTI POPULAR HOJE R$ 199,49",Mercado
PAGAMENTO DIVERSO 😅,Outros
ALURA URGENTE,Educação
"Restaurante Burger King R$ 205,63",Lazer
Recebimento freelance {tipo} hoje,Renda
Conta de luz Unimed (pix),Moradia
RENOVAÇÃO GOOGLE ONE,Assinaturas
"Pix recebido do mãe R$ 323,18",Renda
Farmácia Pague Menos 😅,Saúde
Spotify,Assinaturas
Pedágio trabalho (pix),Transporte
Bar McDonald's,Lazer
Bar Restaurante japonês urgente,Lazer
"Assinatura iCloud (pix) R$ 189,96",Assinaturas
Plano de saúde Unimed,Saúde
"Compra de livro finanças pessoais urgente R$ 228,61",Educação
Depósito de salário Tim hoje,Renda
Ifood Burger King urgente,Lazer
"Renovação ChatGPT Plus 😅 R$ 487,16",Assinaturas
"Hotel em trabalho R$ 523,67",Viagem
"Exame de sangue (pix) R$ 106,27",Saúde
UDEMY MACHINE LEARNING ✅,Educação
Gás de cozinha 😅,Moradia
Show/ingresso 😅,Lazer
Airbnb casa (pix),Viagem
"Açougue Bom Preço R$ 174,27",Mercado
Remédio ibuprofeno ✅,Saúde
Alura,Educação
"Fui no Carrefour comprar comida R$ 479,56",Mercado
Curso Inglês urgente,Educação
Recebi salário 😅,Renda
"Conta de luz Vivo R$ 542,52",Moradia
Gás de cozinha 😅,Moradia
"Presente para mãe hoje R$ 104,86",Outros
"Bar Burger King (pix) R$ 138,96",Lazer
Cinema com amigos,Lazer
Condomínio do apartamento,Moradia
MATERIAL ESCOLAR HOJE,Educação
Airbnb trabalho hoje,Viagem
"Pagamento Tim R$ 374,65",Renda
Conta de luz Vivo ✅,Moradia
Bar Burger King urgente,Lazer
Spotify ✅,Assinaturas
Conta de água Nubank hoje,Moradia
Hotel em trabalho,Viagem
PASSAGEM DE ÔNIBUS HOJE,Transporte
Doação ✅,Outros
"Ifood Restaurante japonês hoje R$ 138,60",Lazer
"PEDÁGIO CASA R$ 247,78",Transporte
Mensalidade faculdade,Educação
Presente para Maria (pix),Outros
"Airbnb trabalho urgente R$ 510,11",Viagem
Dentista,Saúde
Curso Python hoje,Educação
Udemy Machine Learning,Educação
Paguei aluguel ✅,Moradia
Restaurante Burger King ✅,Lazer
"Conta de água Vivo R$ 443,32",Moradia
Compra de livro estatística ✅,Educação
Renovação Office 365 ✅,Assinaturas
"Paguei aluguel (pix) R$ 407,22",Moradia
Recebimento freelance {tipo} urgente,Renda
Airbnb centro,Viagem
"Uber para academia hoje R$ 206,17",Transporte
Doação urgente,Outros
Udemy Inglês 😅,Educação
Recebimento freelance {tipo},Renda
ESTACIONAMENTO CASA,Transporte
Compra no Atacadão ✅,Mercado
Recebi salário (pix),Renda
Gasolina no Ale,Transporte
"Spotify (pix) R$ 377,47",Assinaturas
Paguei aluguel,Moradia
"Estacionamento casa R$ 401,61",Transporte
Açougue Bom Preço (pix),Mercado
Bônus do trabalho 😅,Renda
Recebi salário 😅,Renda
"Hortifruti Popular R$ 197,58",Mercado
Açougue Central hoje,Mercado
Alura,Educação
Cinema com amigos urgente,Lazer
Netflix,Assinaturas
Sorvete Pizzaria ✅,Lazer
Doação urgente,Outros
Dentista (pix),Saúde
FARMÁCIA DROGA RAIA URGENTE,Saúde
Assinatura Office 365,Assinaturas
Material escolar 😅,Educação
Seguro viagem hoje,Viagem
Material escolar,Educação
Assinatura Google One hoje,Assinaturas
Alura 😅,Educação
Padaria Bom Preço,Mercado
"Hortifruti Popular urgente R$ 67,44",Mercado
"Amazon Prime urgente R$ 554,38",Assinaturas
"Remédio antialérgico 😅 R$ 536,90",Saúde
"99 para casa ✅ R$ 525,95",Transporte
Serviço ChatGPT Plus 😅,Outros
Material escolar hoje,Educação
Farmácia Panvel urgente,Saúde
Pagamento Tim (pix),Renda
Compra na da esquina (pix),Outros
"Estacionamento academia R$ 297,26",Transporte
Pagamento diverso urgente,Outros
Pagamento Enel,Renda
Mensalidade faculdade urgente,Educação
"EXAME DE SANGUE URGENTE R$ 33,87",Saúde
Renovação Google One urgente,Assinaturas
"Mensalidade faculdade R$ 182,66",Educação
"Ifood Outback hoje R$ 511,30",Lazer
"Bônus do trabalho R$ 431,93",Renda
Pagamento diverso urgente,Outros
Estacionamento centro urgente,Transporte
"Doação R$ 263,26",Outros
"Aluguel de carro ✅ R$ 555,32",Viagem
Ifood Outback 😅,Lazer
SHOW/INGRESSO,Lazer
"Gás de cozinha 😅 R$ 401,77",Moradia
Gasolina no Shell 😅,Transporte
Recebimento freelance {tipo} urgente,Renda
Ifood Pizzaria ✅,Lazer
Seguro viagem,Viagem
"Compra de supermercado Carrefour (pix) R$ 32,31",Mercado
Açougue Bom Preço 😅,Mercado
Material escolar hoje,Educação
Farmácia Drogasil,Saúde
Conta de luz Itaú ✅,Moradia
Pix recebido do cliente,Renda
GÁS DE COZINHA,Moradia
99 para academia urgente,Transporte
"Curso Inglês 😅 R$ 169,61",Educação
Recebimento freelance {tipo} hoje,Renda
Udemy Inglês urgente,Educação
Cinema com amigos urgente,Lazer
Açougue Popular (pix),Mercado
"GÁS DE COZINHA (PIX) R$ 515,52",Moradia
Restaurante Outback,Lazer
Compra de livro machine learning hoje,Educação
"Padaria Popular urgente R$ 433,92",Mercado
"Recebi salário R$ 251,18",Renda
"MENSALIDADE FACULDADE ✅ R$ 110,32",Educação
Bar Pizzaria,Lazer
Gasolina no Shell,Transporte
Pedágio casa,Transporte
"IFOOD RESTAURANTE JAPONÊS R$ 205,63",Lazer
Recebi salário,Renda
AIRBNB CENTRO URGENTE,Viagem
Passagem aérea Latam,Viagem
"Show/ingresso (pix) R$ 455,51",Lazer
"Curso Python ✅ R$ 556,30",Educação
Hotel em aeroporto,Viagem
Alura hoje,Educação
Seguro viagem,Viagem
Pagamento diverso hoje,Outros
Cinema com amigos,Lazer
Netflix urgente,Assinaturas
Manutenção carro hoje,Outros
Farmácia Panvel ✅,Saúde
Pagamento diverso (pix),Outros
"Doação R$ 23,07",Outros
"Material escolar urgente R$ 332,04",Educação
Passagem aérea Latam hoje,Viagem
Pedágio casa urgente,Transporte
Hotel em academia,Viagem
Fui no Pão de Açúcar comprar comida urgente,Mercado
"Passeio turístico trabalho R$ 586,22",Viagem
Presente para mãe (pix),Outros
Exame de sangue,Saúde
Padaria Popular urgente,Mercado
Amazon Prime ✅,Assinaturas
Passagem aérea Latam 😅,Viagem
Depósito de salário Claro hoje,Renda
RENOVAÇÃO OFFICE 365 URGENTE,Assinaturas
"Estacionamento aeroporto (pix) R$ 38,82",Transporte
Passagem aérea Gol,Viagem
Padaria Bom Preço,Mercado
"Pagamento diverso R$ 200,33",Outros
Amazon Prime 😅,Assinaturas
"Consulta médica (pix) R$ 518,56",Saúde
"99 para aeroporto urgente R$ 466,01",Transporte
Conta de água Enel,Moradia
Gasolina no Ipiranga hoje,Transporte
"Compra no Atacadão R$ 539,48",Mercado
"Conta de luz Claro R$ 242,25",Moradia
Alura (pix),Educação
"Passagem de ônibus R$ 246,16",Transporte
"Passagem de ônibus R$ 150,75",Transporte
Material escolar urgente,Educação
PLANO DE SAÚDE TIM,Saúde
Seguro viagem (pix),Viagem
"99 para trabalho hoje R$ 489,56",Transporte
Estacionamento casa ✅,Transporte
Plano de saúde Nubank,Saúde
"Renovação Office 365 ✅ R$ 542,66",Assinaturas
Restaurante Pizzaria ✅,Lazer
Alura (pix),Educação
"Cinema com amigos R$ 251,68",Lazer
Remédio ibuprofeno,Saúde
YouTube Premium,Assinaturas
AIRBNB CENTRO URGENTE,Viagem
Mensalidade faculdade urgente,Educação
"Bônus do trabalho urgente R$ 187,06",Renda
GASOLINA NO BR,Transporte
"Airbnb academia 😅 R$ 342,97",Viagem
"Consulta médica urgente R$ 210,96",Saúde
"Show/ingresso urgente R$ 331,77",Lazer
Fui no Carrefour comprar comida (pix),Mercado
Cinema com amigos,Lazer
"Internet Enel R$ 391,63",Moradia
UBER PARA ACADEMIA 😅,Transporte
Plano de saúde Tim,Saúde
"Gasolina no Ale R$ 510,85",Transporte
Cinema com amigos,Lazer
Aluguel de carro hoje,Viagem
Recebimento freelance {tipo} ✅,Renda
Pagamento Copasa (pix),Renda
HOTEL EM ACADEMIA HOJE,Viagem
"Assinatura Office 365 urgente R$ 399,97",Assinaturas
Seguro viagem ✅,Viagem
Renovação Office 365,Assinaturas
Farmácia Pague Menos,Saúde
"Recebi salário R$ 306,51",Renda
Internet Tim ✅,Moradia
Show/ingresso,Lazer
Netflix,Assinaturas
Estacionamento centro,Transporte
Plano de saúde Itaú,Saúde
Pix recebido do mãe 😅,Renda
"Spotify hoje R$ 367,13",Assinaturas
MANUTENÇÃO CARRO ✅,Outros
Presente para pai hoje,Outros
CONSULTA MÉDICA,Saúde
Estacionamento casa (pix),Transporte
Gás de cozinha,Moradia
YouTube Premium,Assinaturas
"Exame de sangue R$ 72,92",Saúde
Recebi salário,Renda
"Uber para trabalho R$ 137,55",Transporte
Fui no Pão de Açúcar comprar comida urgente,Mercado
PASSEIO TURÍSTICO CENTRO (PIX),Viagem
"Remédio dipirona hoje R$ 297,16",Saúde
Plano de saúde Copasa ✅,Saúde
Serviço ChatGPT Plus,Outros
"Bônus do trabalho 😅 R$ 384,83",Renda
PASSEIO TURÍSTICO CENTRO,Viagem
Recebimento freelance {tipo},Renda
RENOVAÇÃO OFFICE 365,Assinaturas
"Mensalidade faculdade ✅ R$ 556,95",Educação
Restaurante Burger King 😅,Lazer
Amazon Prime,Assinaturas
"Renovação Office 365 R$ 478,91",Assinaturas
99 para aeroporto,Transporte
